ID,Name,Category,Subcategory,Purpose,Path
300,exponential,math,algebra,Calculates e^x,math/algebra/exponential.md
301,advanced_algebra_103,math,algebra,Advanced algebra operation 103,math/algebra/advanced_algebra_103.md
302,advanced_algebra_152,math,algebra,Advanced algebra operation 152,math/algebra/advanced_algebra_152.md
303,substitute_variable,math,algebra,Substitutes variable with value in expression,math/algebra/substitute_variable.md
304,advanced_algebra_1,math,algebra,Advanced algebra operation 1,math/algebra/advanced_algebra_1.md
305,domain_function,math,algebra,Determines domain of function,math/algebra/domain_function.md
306,horizontal_line_test,math,algebra,Tests if function is one-to-one,math/algebra/horizontal_line_test.md
307,advanced_algebra_143,math,algebra,Advanced algebra operation 143,math/algebra/advanced_algebra_143.md
308,advanced_algebra_112,math,algebra,Advanced algebra operation 112,math/algebra/advanced_algebra_112.md
309,advanced_algebra_221,math,algebra,Advanced algebra operation 221,math/algebra/advanced_algebra_221.md
310,solve_radical_equation,math,algebra,Solves equations containing radicals,math/algebra/solve_radical_equation.md
311,advanced_algebra_126,math,algebra,Advanced algebra operation 126,math/algebra/advanced_algebra_126.md
312,advanced_algebra_177,math,algebra,Advanced algebra operation 177,math/algebra/advanced_algebra_177.md
313,logarithm_properties,math,algebra,Applies logarithm properties to simplify,math/algebra/logarithm_properties.md
314,advanced_algebra_184,math,algebra,Advanced algebra operation 184,math/algebra/advanced_algebra_184.md
315,advanced_algebra_215,math,algebra,Advanced algebra operation 215,math/algebra/advanced_algebra_215.md
316,radical_function,math,algebra,Evaluates radical function,math/algebra/radical_function.md
317,advanced_algebra_244,math,algebra,Advanced algebra operation 244,math/algebra/advanced_algebra_244.md
318,advanced_algebra_205,math,algebra,Advanced algebra operation 205,math/algebra/advanced_algebra_205.md
319,advanced_algebra_194,math,algebra,Advanced algebra operation 194,math/algebra/advanced_algebra_194.md
320,advanced_algebra_167,math,algebra,Advanced algebra operation 167,math/algebra/advanced_algebra_167.md
321,advanced_algebra_136,math,algebra,Advanced algebra operation 136,math/algebra/advanced_algebra_136.md
322,advanced_algebra_231,math,algebra,Advanced algebra operation 231,math/algebra/advanced_algebra_231.md
323,advanced_algebra_102,math,algebra,Advanced algebra operation 102,math/algebra/advanced_algebra_102.md
324,advanced_algebra_153,math,algebra,Advanced algebra operation 153,math/algebra/advanced_algebra_153.md
325,find_roots,math,algebra,Finds all roots of a polynomial,math/algebra/find_roots.md
326,factor_polynomial,math,algebra,Factors polynomial expressions into simpler terms,math/algebra/factor_polynomial.md
327,advanced_algebra_88,math,algebra,Advanced algebra operation 88,math/algebra/advanced_algebra_88.md
328,advanced_algebra_5,math,algebra,Advanced algebra operation 5,math/algebra/advanced_algebra_5.md
329,advanced_algebra_173,math,algebra,Advanced algebra operation 173,math/algebra/advanced_algebra_173.md
330,simplify_expression,math,algebra,Simplifies algebraic expressions,math/algebra/simplify_expression.md
331,logarithm,math,algebra,Calculates logarithm,math/algebra/logarithm.md
332,advanced_algebra_122,math,algebra,Advanced algebra operation 122,math/algebra/advanced_algebra_122.md
333,advanced_algebra_240,math,algebra,Advanced algebra operation 240,math/algebra/advanced_algebra_240.md
334,advanced_algebra_211,math,algebra,Advanced algebra operation 211,math/algebra/advanced_algebra_211.md
335,advanced_algebra_180,math,algebra,Advanced algebra operation 180,math/algebra/advanced_algebra_180.md
336,advanced_algebra_116,math,algebra,Advanced algebra operation 116,math/algebra/advanced_algebra_116.md
337,pascals_triangle,math,algebra,Generates Pascal's triangle,math/algebra/pascals_triangle.md
338,advanced_algebra_147,math,algebra,Advanced algebra operation 147,math/algebra/advanced_algebra_147.md
339,exponential_properties,math,algebra,Applies exponential properties,math/algebra/exponential_properties.md
340,advanced_algebra_225,math,algebra,Advanced algebra operation 225,math/algebra/advanced_algebra_225.md
341,advanced_algebra_235,math,algebra,Advanced algebra operation 235,math/algebra/advanced_algebra_235.md
342,advanced_algebra_157,math,algebra,Advanced algebra operation 157,math/algebra/advanced_algebra_157.md
343,advanced_algebra_106,math,algebra,Advanced algebra operation 106,math/algebra/advanced_algebra_106.md
344,advanced_algebra_190,math,algebra,Advanced algebra operation 190,math/algebra/advanced_algebra_190.md
345,advanced_algebra_201,math,algebra,Advanced algebra operation 201,math/algebra/advanced_algebra_201.md
346,solve_logarithmic_equation,math,algebra,Solves logarithmic equations,math/algebra/solve_logarithmic_equation.md
347,advanced_algebra_132,math,algebra,Advanced algebra operation 132,math/algebra/advanced_algebra_132.md
348,advanced_algebra_163,math,algebra,Advanced algebra operation 163,math/algebra/advanced_algebra_163.md
349,factor_difference_cubes,math,algebra,Factors difference of cubes,math/algebra/factor_difference_cubes.md
350,advanced_algebra_98,math,algebra,Advanced algebra operation 98,math/algebra/advanced_algebra_98.md
351,local_maximum,math,calculus,Finds local maxima,math/calculus/local_maximum.md
352,inverse_laplace_transform,math,calculus,Computes inverse Laplace transform,math/calculus/inverse_laplace_transform.md
353,conditional_convergence,math,calculus,Tests for conditional convergence,math/calculus/conditional_convergence.md
354,derivative_inverse_trig,math,calculus,Differentiates inverse trig functions,math/calculus/derivative_inverse_trig.md
355,curve_sketching,math,calculus,Analyzes and sketches curve,math/calculus/curve_sketching.md
356,implicit_differentiation,math,calculus,Performs implicit differentiation,math/calculus/implicit_differentiation.md
357,local_minimum,math,calculus,Finds local minima,math/calculus/local_minimum.md
358,lhopital_rule,math,calculus,Applies L'Hôpital's rule,math/calculus/lhopital_rule.md
359,find_discontinuities,math,calculus,Finds points of discontinuity,math/calculus/find_discontinuities.md
360,improper_integral,math,calculus,Computes improper integral,math/calculus/improper_integral.md
361,simpson_rule,math,calculus,Approximates integral using Simpson's rule,math/calculus/simpson_rule.md
362,volume_integral,math,calculus,Computes volume integral,math/calculus/volume_integral.md
363,interval_convergence,math,calculus,Finds interval of convergence,math/calculus/interval_convergence.md
364,integral_test,math,calculus,Applies integral test for convergence,math/calculus/integral_test.md
365,particular_solution,math,calculus,Finds particular solution,math/calculus/particular_solution.md
366,directional_derivative,math,calculus,Computes derivative in given direction,math/calculus/directional_derivative.md
367,trapezoidal_rule,math,calculus,Approximates integral using trapezoidal rule,math/calculus/trapezoidal_rule.md
368,trig_substitution,math,calculus,Integrates using trigonometric substitution,math/calculus/trig_substitution.md
369,triple_integral,math,calculus,Computes triple integral,math/calculus/triple_integral.md
370,chain_rule,math,calculus,Applies chain rule for differentiation,math/calculus/chain_rule.md
371,partial_derivative,math,calculus,Computes partial derivative,math/calculus/partial_derivative.md
372,laplace_transform,math,calculus,Computes Laplace transform,math/calculus/laplace_transform.md
373,second_derivative,math,calculus,Computes second derivative,math/calculus/second_derivative.md
374,disk_method,math,calculus,Calculates volume using disk method,math/calculus/disk_method.md
375,numerical_integration,math,calculus,Numerically approximates integral,math/calculus/numerical_integration.md
376,concavity,math,calculus,Determines concavity of function,math/calculus/concavity.md
377,center_mass,math,calculus,Finds center of mass,math/calculus/center_mass.md
378,first_order_linear_de,math,calculus,Solves first-order linear DE,math/calculus/first_order_linear_de.md
379,arc_length,math,calculus,Calculates arc length of curve,math/calculus/arc_length.md
380,radius_convergence,math,calculus,Finds radius of convergence,math/calculus/radius_convergence.md
381,moment_inertia,math,calculus,Calculates moment of inertia,math/calculus/moment_inertia.md
382,fundamental_theorem_calculus,math,calculus,Applies fundamental theorem of calculus,math/calculus/fundamental_theorem_calculus.md
383,first_derivative_test,math,calculus,Applies first derivative test,math/calculus/first_derivative_test.md
384,quotient_rule,math,calculus,Applies quotient rule for differentiation,math/calculus/quotient_rule.md
385,integration_by_tables,math,calculus,Integrates using integration tables,math/calculus/integration_by_tables.md
386,derivative,math,calculus,Computes derivative of function,math/calculus/derivative.md
387,exact_differential_equation,math,calculus,Solves exact differential equation,math/calculus/exact_differential_equation.md
388,critical_points,math,calculus,Finds critical points of function,math/calculus/critical_points.md
389,comparison_test,math,calculus,Applies comparison test for convergence,math/calculus/comparison_test.md
390,general_solution,math,calculus,Finds general solution,math/calculus/general_solution.md
391,power_series,math,calculus,Represents function as power series,math/calculus/power_series.md
392,average_value,math,calculus,Calculates average value of function,math/calculus/average_value.md
393,second_derivative_test,math,calculus,Applies second derivative test,math/calculus/second_derivative_test.md
394,removable_discontinuity,math,calculus,Identifies removable discontinuities,math/calculus/removable_discontinuity.md
395,mean_value_theorem,math,calculus,Applies mean value theorem,math/calculus/mean_value_theorem.md
396,taylor_series,math,calculus,Computes Taylor series expansion,math/calculus/taylor_series.md
397,washer_method,math,calculus,Calculates volume using washer method,math/calculus/washer_method.md
398,alternating_series_test,math,calculus,Applies alternating series test,math/calculus/alternating_series_test.md
399,product_rule,math,calculus,Applies product rule for differentiation,math/calculus/product_rule.md
400,absolute_minimum,math,calculus,Finds absolute minimum,math/calculus/absolute_minimum.md
401,monte_carlo_integration,math,calculus,Integrates using Monte Carlo method,math/calculus/monte_carlo_integration.md
402,ratio_test,math,calculus,Applies ratio test for convergence,math/calculus/ratio_test.md
403,boundary_value_problem,math,calculus,Solves boundary value problem,math/calculus/boundary_value_problem.md
404,absolute_convergence,math,calculus,Tests for absolute convergence,math/calculus/absolute_convergence.md
405,absolute_maximum,math,calculus,Finds absolute maximum,math/calculus/absolute_maximum.md
406,logarithmic_differentiation,math,calculus,Uses logarithmic differentiation,math/calculus/logarithmic_differentiation.md
407,limit_infinity,math,calculus,Computes limit at infinity,math/calculus/limit_infinity.md
408,nth_derivative,math,calculus,Computes nth derivative,math/calculus/nth_derivative.md
409,limit_left,math,calculus,Computes left-hand limit,math/calculus/limit_left.md
410,derivative_hyperbolic,math,calculus,Differentiates hyperbolic functions,math/calculus/derivative_hyperbolic.md
411,continuity_test,math,calculus,Tests function continuity,math/calculus/continuity_test.md
412,initial_value_problem,math,calculus,Solves initial value problem,math/calculus/initial_value_problem.md
413,midpoint_rule,math,calculus,Approximates integral using midpoint rule,math/calculus/midpoint_rule.md
414,integration_by_parts,math,calculus,Integrates using integration by parts,math/calculus/integration_by_parts.md
415,fourier_transform,math,calculus,Computes Fourier transform,math/calculus/fourier_transform.md
416,inflection_points,math,calculus,Finds inflection points,math/calculus/inflection_points.md
417,differentiability_test,math,calculus,Tests if function is differentiable,math/calculus/differentiability_test.md
418,fourier_series,math,calculus,Computes Fourier series,math/calculus/fourier_series.md
419,surface_area_revolution,math,calculus,Calculates surface area of revolution,math/calculus/surface_area_revolution.md
420,definite_integral,math,calculus,Computes definite integral,math/calculus/definite_integral.md
421,derivative_logarithmic,math,calculus,Differentiates logarithmic functions,math/calculus/derivative_logarithmic.md
422,separable_de,math,calculus,Solves separable differential equation,math/calculus/separable_de.md
423,shell_method,math,calculus,Calculates volume using shell method,math/calculus/shell_method.md
424,second_order_de,math,calculus,Solves second-order differential equation,math/calculus/second_order_de.md
425,limit_right,math,calculus,Computes right-hand limit,math/calculus/limit_right.md
426,line_integral,math,calculus,Computes line integral,math/calculus/line_integral.md
427,work_integral,math,calculus,Calculates work using integration,math/calculus/work_integral.md
428,infinite_discontinuity,math,calculus,Identifies infinite discontinuities,math/calculus/infinite_discontinuity.md
429,related_rates,math,calculus,Solves related rates problems,math/calculus/related_rates.md
